保养ID,车型,行驶里程(km),保养项目,保养时间,上次保养里程(km)
S9332,大众帕萨特,101754,机油+机滤+空气滤芯更换,2024-09-04 15:34,96754
S9333,本田CR-V,52708,变速箱油+刹车油更换,2025-11-23 12:36,42708
S9334,比亚迪宋PLUS,125532,全车检查+空调滤芯更换,2024-11-07 08:17,120532
S9335,宝马5系,85315,大保养(机油+三滤+正时皮带),2024-10-17 10:16,75315
S9336,奥迪Q5L,140756,机油+机滤+火花塞更换,2024-07-12 08:54,135756
S9337,福特锐界,111054,刹车油+刹车片+轮胎更换,2025-10-04 16:29,101054
S9338,吉利博越,72779,机油+机滤+燃油滤芯更换,2024-07-04 14:40,67779
S9339,长城魏派VV7,78936,变速箱油+空调滤芯更换,2024-12-02 16:38,68936
S9340,奔驰E级,107424,大保养(机油+三滤+刹车油),2024-05-25 16:51,97424
S9341,丰田卡罗拉,86333,机油+机滤更换,2025-10-21 11:56,81333
S9342,大众朗逸,62737,空调滤芯+空气滤芯更换,2024-09-01 08:44,52737
S9343,本田思域,69155,变速箱油更换,2025-08-01 16:43,59155
S9344,比亚迪汉,126809,全车检查+轮胎换位,2025-04-05 08:55,116809
S9345,宝马3系,136057,大保养(机油+三滤+刹车油),2024-02-15 08:21,126057
S9346,福特蒙迪欧,50149,刹车油+刹车片更换,2025-03-04 08:26,40149
S9347,吉利星越L,85268,机油+机滤+空调滤芯更换,2024-04-07 15:36,80268
S9348,奥迪A4L,22965,变速箱油+火花塞更换,2025-04-14 13:12,12965
S9349,长城哈弗H6,143919,空气滤芯+燃油滤芯更换,2024-11-18 08:36,138919
S9350,奔驰C级,59697,大保养(机油+三滤+变速箱油),2024-12-27 09:05,49697
S9351,丰田凯美瑞,84495,刹车油+冷却液更换,2025-10-20 16:08,74495
S9352,大众帕萨特,126208,机油+机滤+空气滤芯更换,2024-08-06 17:42,121208
S9353,本田CR-V,101112,变速箱油+刹车油更换,2024-06-26 09:49,91112
S9354,比亚迪宋PLUS,33334,全车检查+空调滤芯更换,2025-07-13 16:48,28334
S9355,宝马5系,60662,大保养(机油+三滤+正时皮带),2025-09-21 15:15,50662
S9356,奥迪Q5L,118061,机油+机滤+火花塞更换,2025-03-18 10:47,113061
S9357,福特锐界,84440,刹车油+刹车片+轮胎更换,2024-10-20 13:37,74440
S9358,吉利博越,61412,机油+机滤+燃油滤芯更换,2024-06-25 11:16,56412
S9359,长城魏派VV7,92549,变速箱油+空调滤芯更换,2025-01-17 17:45,82549
S9360,奔驰E级,141081,大保养(机油+三滤+刹车油),2024-09-01 08:58,131081
S9361,丰田卡罗拉,110940,机油+机滤更换,2024-05-05 13:02,105940
S9362,大众朗逸,69121,空调滤芯+空气滤芯更换,2025-02-19 11:15,59121
S9363,本田思域,25085,变速箱油更换,2024-12-03 16:39,15085
S9364,比亚迪汉,27703,全车检查+轮胎换位,2025-04-23 08:25,17703
S9365,宝马3系,125723,大保养(机油+三滤+刹车油),2024-06-21 08:05,115723
S9366,福特蒙迪欧,109680,刹车油+刹车片更换,2024-10-13 17:29,99680
S9367,吉利星越L,72797,机油+机滤+空调滤芯更换,2025-11-14 10:23,67797
S9368,奥迪A4L,62466,变速箱油+火花塞更换,2024-12-17 15:18,52466
S9369,长城哈弗H6,72993,空气滤芯+燃油滤芯更换,2024-09-05 12:31,67993
S9370,奔驰C级,80251,大保养(机油+三滤+变速箱油),2025-09-22 09:28,70251
S9371,丰田凯美瑞,140672,刹车油+冷却液更换,2025-06-02 09:48,130672
S9372,大众帕萨特,134806,机油+机滤+空气滤芯更换,2025-03-05 17:32,129806
S9373,本田CR-V,132735,变速箱油+刹车油更换,2024-11-01 11:01,122735
S9374,比亚迪宋PLUS,47036,全车检查+空调滤芯更换,2025-07-18 15:37,42036
S9375,宝马5系,92198,大保养(机油+三滤+正时皮带),2025-05-04 11:41,82198
S9376,奥迪Q5L,49211,机油+机滤+火花塞更换,2024-11-07 16:48,44211
S9377,福特锐界,45885,刹车油+刹车片+轮胎更换,2024-12-02 12:05,35885
S9378,吉利博越,53878,机油+机滤+燃油滤芯更换,2024-10-12 17:23,48878
S9379,长城魏派VV7,89298,变速箱油+空调滤芯更换,2025-07-15 15:42,79298
S9380,奔驰E级,40147,大保养(机油+三滤+刹车油),2024-08-27 10:32,30147
S9381,丰田卡罗拉,50663,机油+机滤更换,2025-09-14 16:42,45663
S9382,大众朗逸,95021,空调滤芯+空气滤芯更换,2024-05-26 16:03,85021
S9383,本田思域,46459,变速箱油更换,2024-03-30 08:26,36459
S9384,比亚迪汉,81203,全车检查+轮胎换位,2025-10-24 16:07,71203
S9385,宝马3系,23176,大保养(机油+三滤+刹车油),2024-09-09 13:51,13176
S9386,福特蒙迪欧,90281,刹车油+刹车片更换,2025-09-28 16:32,80281
S9387,吉利星越L,123778,机油+机滤+空调滤芯更换,2024-06-08 14:15,118778
S9388,奥迪A4L,44259,变速箱油+火花塞更换,2024-11-10 11:57,34259
S9389,长城哈弗H6,109575,空气滤芯+燃油滤芯更换,2025-09-03 09:09,104575
S9390,奔驰C级,25271,大保养(机油+三滤+变速箱油),2024-05-19 17:23,15271
S9391,丰田凯美瑞,114647,刹车油+冷却液更换,2024-12-05 15:49,104647
S9392,大众帕萨特,88459,机油+机滤+空气滤芯更换,2024-02-29 17:37,83459
S9393,本田CR-V,100614,变速箱油+刹车油更换,2024-12-01 12:59,90614
S9394,比亚迪宋PLUS,116432,全车检查+空调滤芯更换,2024-06-13 13:53,111432
S9395,宝马5系,89091,大保养(机油+三滤+正时皮带),2024-12-07 08:17,79091
S9396,奥迪Q5L,43781,机油+机滤+火花塞更换,2025-02-03 10:40,38781
S9397,福特锐界,121712,刹车油+刹车片+轮胎更换,2024-06-04 09:33,111712
S9398,吉利博越,24883,机油+机滤+燃油滤芯更换,2024-11-14 10:21,19883
S9399,长城魏派VV7,38665,变速箱油+空调滤芯更换,2024-10-11 08:51,28665
S9400,奔驰E级,101392,大保养(机油+三滤+刹车油),2025-12-23 12:27,91392
S9401,丰田卡罗拉,54822,机油+机滤更换,2025-01-30 14:25,49822
S9402,大众朗逸,128008,空调滤芯+空气滤芯更换,2025-05-22 10:01,118008
S9403,本田思域,124710,变速箱油更换,2025-01-13 09:44,114710
S9404,比亚迪汉,70512,全车检查+轮胎换位,2025-11-30 09:39,60512
S9405,宝马3系,142766,大保养(机油+三滤+刹车油),2024-01-22 09:00,132766
S9406,福特蒙迪欧,72116,刹车油+刹车片更换,2025-01-11 11:02,62116
S9407,吉利星越L,142961,机油+机滤+空调滤芯更换,2025-10-29 12:55,137961
S9408,奥迪A4L,32000,变速箱油+火花塞更换,2025-04-19 10:19,22000
S9409,长城哈弗H6,80778,空气滤芯+燃油滤芯更换,2024-12-27 10:25,75778
S9410,奔驰C级,61359,大保养(机油+三滤+变速箱油),2024-05-04 10:46,51359
S9411,丰田凯美瑞,73983,刹车油+冷却液更换,2024-05-01 17:20,63983
S9412,大众帕萨特,82236,机油+机滤+空气滤芯更换,2025-08-03 13:36,77236
S9413,本田CR-V,44762,变速箱油+刹车油更换,2025-08-20 17:11,34762
S9414,比亚迪宋PLUS,124544,全车检查+空调滤芯更换,2025-09-28 13:53,119544
S9415,宝马5系,31332,大保养(机油+三滤+正时皮带),2025-05-20 12:10,21332
S9416,奥迪Q5L,100839,机油+机滤+火花塞更换,2024-05-25 17:01,95839
S9417,福特锐界,44521,刹车油+刹车片+轮胎更换,2024-03-31 12:05,34521
S9418,吉利博越,133651,机油+机滤+燃油滤芯更换,2025-01-13 12:17,128651
S9419,长城魏派VV7,51385,变速箱油+空调滤芯更换,2025-03-13 17:47,41385
S9420,奔驰E级,80695,大保养(机油+三滤+刹车油),2025-07-09 08:38,70695
S9421,丰田卡罗拉,57561,机油+机滤更换,2025-10-07 16:48,52561
S9422,大众朗逸,26845,空调滤芯+空气滤芯更换,2024-09-25 14:33,16845
S9423,本田思域,122185,变速箱油更换,2024-11-10 09:34,112185
S9424,比亚迪汉,139524,全车检查+轮胎换位,2024-01-22 15:13,129524
S9425,宝马3系,128386,大保养(机油+三滤+刹车油),2025-07-30 12:00,118386
S9426,福特蒙迪欧,103361,刹车油+刹车片更换,2025-12-03 17:06,93361
S9427,吉利星越L,76277,机油+机滤+空调滤芯更换,2025-11-22 11:21,71277
S9428,奥迪A4L,64126,变速箱油+火花塞更换,2025-03-26 15:05,54126
S9429,长城哈弗H6,149141,空气滤芯+燃油滤芯更换,2024-12-06 14:18,144141
S9430,奔驰C级,44222,大保养(机油+三滤+变速箱油),2024-04-29 08:31,34222
S9431,丰田凯美瑞,106911,刹车油+冷却液更换,2025-12-14 09:03,96911
S9432,大众帕萨特,41177,机油+机滤+空气滤芯更换,2024-04-01 08:28,36177
S9433,本田CR-V,95767,变速箱油+刹车油更换,2025-12-19 14:33,85767
S9434,比亚迪宋PLUS,61670,全车检查+空调滤芯更换,2024-05-22 12:05,56670
S9435,宝马5系,72726,大保养(机油+三滤+正时皮带),2025-02-18 16:27,62726
S9436,奥迪Q5L,97005,机油+机滤+火花塞更换,2025-07-18 13:04,92005
S9437,福特锐界,33243,刹车油+刹车片+轮胎更换,2025-11-19 14:33,23243
S9438,吉利博越,71348,机油+机滤+燃油滤芯更换,2025-08-10 13:43,66348
S9439,长城魏派VV7,51204,变速箱油+空调滤芯更换,2025-05-09 17:56,41204
S9440,奔驰E级,23670,大保养(机油+三滤+刹车油),2025-01-09 14:02,13670
S9441,丰田卡罗拉,30078,机油+机滤更换,2025-03-08 17:29,25078
S9442,大众朗逸,80899,空调滤芯+空气滤芯更换,2024-07-31 10:45,70899
S9443,本田思域,87953,变速箱油更换,2024-04-30 13:21,77953
S9444,比亚迪汉,27325,全车检查+轮胎换位,2024-02-09 15:59,17325
S9445,宝马3系,65075,大保养(机油+三滤+刹车油),2024-08-28 17:05,55075
S9446,福特蒙迪欧,43777,刹车油+刹车片更换,2024-03-08 14:40,33777
S9447,吉利星越L,37543,机油+机滤+空调滤芯更换,2024-01-28 14:54,32543
S9448,奥迪A4L,43803,变速箱油+火花塞更换,2025-04-24 10:40,33803
S9449,长城哈弗H6,50351,空气滤芯+燃油滤芯更换,2024-10-06 17:37,45351
S9450,奔驰C级,81845,大保养(机油+三滤+变速箱油),2024-02-04 12:50,71845
S9451,丰田凯美瑞,141751,刹车油+冷却液更换,2024-12-16 16:35,131751
S9452,大众帕萨特,78398,机油+机滤+空气滤芯更换,2024-05-18 08:55,73398
S9453,本田CR-V,24257,变速箱油+刹车油更换,2025-06-10 15:21,14257
S9454,比亚迪宋PLUS,28213,全车检查+空调滤芯更换,2024-06-22 17:00,23213
S9455,宝马5系,49883,大保养(机油+三滤+正时皮带),2024-06-16 17:44,39883
S9456,奥迪Q5L,71387,机油+机滤+火花塞更换,2025-12-29 08:16,66387
S9457,福特锐界,131465,刹车油+刹车片+轮胎更换,2025-06-22 08:35,121465
S9458,吉利博越,98755,机油+机滤+燃油滤芯更换,2025-04-25 12:53,93755
S9459,长城魏派VV7,131816,变速箱油+空调滤芯更换,2024-06-07 10:50,121816
S9460,奔驰E级,145604,大保养(机油+三滤+刹车油),2025-04-21 09:46,135604
S9461,丰田卡罗拉,57188,机油+机滤更换,2024-03-23 14:50,52188
S9462,大众朗逸,47426,空调滤芯+空气滤芯更换,2024-03-16 15:38,37426
S9463,本田思域,50345,变速箱油更换,2024-08-01 14:12,40345
S9464,比亚迪汉,93578,全车检查+轮胎换位,2024-09-26 13:36,83578
S9465,宝马3系,42946,大保养(机油+三滤+刹车油),2024-04-10 16:22,32946
S9466,福特蒙迪欧,68763,刹车油+刹车片更换,2024-01-31 17:18,58763
S9467,吉利星越L,114719,机油+机滤+空调滤芯更换,2025-06-23 14:15,109719
S9468,奥迪A4L,39178,变速箱油+火花塞更换,2024-04-25 09:55,29178
S9469,长城哈弗H6,136507,空气滤芯+燃油滤芯更换,2025-11-19 09:01,131507
S9470,奔驰C级,128207,大保养(机油+三滤+变速箱油),2025-12-13 09:28,118207
S9471,丰田凯美瑞,70495,刹车油+冷却液更换,2025-02-10 17:27,60495
S9472,大众帕萨特,29793,机油+机滤+空气滤芯更换,2024-11-10 08:24,24793
S9473,本田CR-V,117242,变速箱油+刹车油更换,2025-08-05 08:22,107242
S9474,比亚迪宋PLUS,146989,全车检查+空调滤芯更换,2025-06-04 16:53,141989
S9475,宝马5系,140719,大保养(机油+三滤+正时皮带),2024-01-18 10:09,130719
S9476,奥迪Q5L,107705,机油+机滤+火花塞更换,2024-02-10 10:09,102705
S9477,福特锐界,22135,刹车油+刹车片+轮胎更换,2024-03-07 08:03,12135
S9478,吉利博越,57112,机油+机滤+燃油滤芯更换,2024-03-29 12:08,52112
S9479,长城魏派VV7,26928,变速箱油+空调滤芯更换,2024-07-17 15:05,16928
S9480,奔驰E级,46627,大保养(机油+三滤+刹车油),2024-06-23 12:35,36627
S9481,丰田卡罗拉,147629,机油+机滤更换,2025-04-20 13:35,142629
S9482,大众朗逸,111622,空调滤芯+空气滤芯更换,2024-10-29 12:48,101622
S9483,本田思域,118379,变速箱油更换,2025-09-09 17:34,108379
S9484,比亚迪汉,29123,全车检查+轮胎换位,2025-06-29 10:31,19123
S9485,宝马3系,60291,大保养(机油+三滤+刹车油),2024-03-19 16:41,50291
S9486,福特蒙迪欧,46686,刹车油+刹车片更换,2025-11-16 14:48,36686
S9487,吉利星越L,122332,机油+机滤+空调滤芯更换,2025-05-12 14:00,117332
S9488,奥迪A4L,124795,变速箱油+火花塞更换,2025-12-04 15:41,114795
S9489,长城哈弗H6,134772,空气滤芯+燃油滤芯更换,2025-10-04 10:19,129772
S9490,奔驰C级,25509,大保养(机油+三滤+变速箱油),2025-08-31 10:20,15509
S9491,丰田凯美瑞,112162,刹车油+冷却液更换,2025-04-05 08:46,102162
S9492,大众帕萨特,115156,机油+机滤+空气滤芯更换,2024-09-08 11:08,110156
S9493,本田CR-V,122205,变速箱油+刹车油更换,2025-09-12 12:02,112205
S9494,比亚迪宋PLUS,43423,全车检查+空调滤芯更换,2025-07-15 12:38,38423
S9495,宝马5系,124102,大保养(机油+三滤+正时皮带),2024-03-17 17:58,114102
S9496,奥迪Q5L,123221,机油+机滤+火花塞更换,2025-01-22 16:17,118221
S9497,福特锐界,119520,刹车油+刹车片+轮胎更换,2025-05-20 09:37,109520
S9498,吉利博越,20473,机油+机滤+燃油滤芯更换,2025-10-09 15:39,15473
S9499,长城魏派VV7,34395,变速箱油+空调滤芯更换,2025-03-15 11:56,24395
S9500,奔驰E级,98012,大保养(机油+三滤+刹车油),2024-03-13 11:27,88012
S9501,丰田卡罗拉,146775,机油+机滤更换,2024-07-12 08:12,141775
S9502,大众朗逸,124160,空调滤芯+空气滤芯更换,2024-05-21 15:22,114160
S9503,本田思域,149271,变速箱油更换,2024-12-01 08:34,139271
S9504,比亚迪汉,43737,全车检查+轮胎换位,2025-11-14 11:10,33737
S9505,宝马3系,23232,大保养(机油+三滤+刹车油),2025-11-21 09:12,13232
S9506,福特蒙迪欧,21817,刹车油+刹车片更换,2025-01-20 17:45,11817
S9507,吉利星越L,126024,机油+机滤+空调滤芯更换,2024-03-25 11:42,121024
S9508,奥迪A4L,30208,变速箱油+火花塞更换,2025-10-06 12:23,20208
S9509,长城哈弗H6,77659,空气滤芯+燃油滤芯更换,2025-09-13 17:21,72659
S9510,奔驰C级,132552,大保养(机油+三滤+变速箱油),2024-11-03 15:18,122552
S9511,丰田凯美瑞,58229,刹车油+冷却液更换,2024-08-27 11:28,48229
S9512,大众帕萨特,94233,机油+机滤+空气滤芯更换,2024-05-27 11:13,89233
S9513,本田CR-V,27631,变速箱油+刹车油更换,2025-05-19 14:09,17631
S9514,比亚迪宋PLUS,53022,全车检查+空调滤芯更换,2024-11-24 08:09,48022
S9515,宝马5系,87602,大保养(机油+三滤+正时皮带),2024-04-12 14:02,77602
S9516,奥迪Q5L,147910,机油+机滤+火花塞更换,2025-12-10 17:14,142910
S9517,福特锐界,136674,刹车油+刹车片+轮胎更换,2025-03-14 14:19,126674
S9518,吉利博越,72904,机油+机滤+燃油滤芯更换,2024-08-08 14:33,67904
S9519,长城魏派VV7,143926,变速箱油+空调滤芯更换,2024-03-29 09:01,133926
S9520,奔驰E级,126545,大保养(机油+三滤+刹车油),2024-01-12 15:19,116545
S9521,丰田卡罗拉,77001,机油+机滤更换,2024-11-30 14:32,72001
S9522,大众朗逸,29026,空调滤芯+空气滤芯更换,2025-07-15 12:48,19026
S9523,本田思域,63515,变速箱油更换,2025-02-02 10:52,53515
S9524,比亚迪汉,64364,全车检查+轮胎换位,2024-09-04 12:29,54364
S9525,宝马3系,50125,大保养(机油+三滤+刹车油),2024-06-27 14:12,40125
S9526,福特蒙迪欧,36241,刹车油+刹车片更换,2024-02-19 15:10,26241
S9527,吉利星越L,92581,机油+机滤+空调滤芯更换,2024-09-23 10:03,87581
S9528,奥迪A4L,33974,变速箱油+火花塞更换,2024-03-16 16:36,23974
S9529,长城哈弗H6,88053,空气滤芯+燃油滤芯更换,2025-01-11 11:01,83053
S9530,奔驰C级,137622,大保养(机油+三滤+变速箱油),2025-11-09 08:43,127622
S9531,丰田凯美瑞,80789,刹车油+冷却液更换,2024-10-19 14:01,70789
S9532,大众帕萨特,42020,机油+机滤+空气滤芯更换,2025-02-03 11:28,37020
S9533,本田CR-V,51152,变速箱油+刹车油更换,2024-05-02 09:28,41152
S9534,比亚迪宋PLUS,122836,全车检查+空调滤芯更换,2024-03-08 17:28,117836
S9535,宝马5系,25908,大保养(机油+三滤+正时皮带),2025-07-04 10:11,15908
S9536,奥迪Q5L,70666,机油+机滤+火花塞更换,2024-06-06 11:52,65666
S9537,福特锐界,144880,刹车油+刹车片+轮胎更换,2024-01-05 10:43,134880
S9538,吉利博越,103422,机油+机滤+燃油滤芯更换,2024-08-19 11:26,98422
S9539,长城魏派VV7,28236,变速箱油+空调滤芯更换,2025-01-10 11:29,18236
S9540,奔驰E级,47964,大保养(机油+三滤+刹车油),2025-11-01 11:03,37964
S9541,丰田卡罗拉,39658,机油+机滤更换,2024-06-19 15:34,34658
S9542,大众朗逸,40987,空调滤芯+空气滤芯更换,2024-06-24 11:56,30987
S9543,本田思域,147847,变速箱油更换,2025-05-22 09:37,137847
S9544,比亚迪汉,125415,全车检查+轮胎换位,2024-03-23 17:46,115415
S9545,宝马3系,34259,大保养(机油+三滤+刹车油),2024-10-26 14:43,24259
S9546,福特蒙迪欧,141880,刹车油+刹车片更换,2024-02-08 09:10,131880
S9547,吉利星越L,65763,机油+机滤+空调滤芯更换,2024-02-16 11:19,60763
S9548,奥迪A4L,135764,变速箱油+火花塞更换,2025-11-19 09:18,125764
S9549,长城哈弗H6,116845,空气滤芯+燃油滤芯更换,2024-07-11 17:04,111845
S9550,奔驰C级,78973,大保养(机油+三滤+变速箱油),2024-02-01 15:52,68973
S9551,丰田凯美瑞,29902,刹车油+冷却液更换,2025-02-18 15:10,19902
S9552,大众帕萨特,77846,机油+机滤+空气滤芯更换,2025-12-18 14:34,72846
S9553,本田CR-V,148513,变速箱油+刹车油更换,2025-12-22 17:46,138513
S9554,比亚迪宋PLUS,142819,全车检查+空调滤芯更换,2025-01-09 08:16,137819
S9555,宝马5系,149933,大保养(机油+三滤+正时皮带),2025-09-21 16:49,139933
S9556,奥迪Q5L,127292,机油+机滤+火花塞更换,2025-10-09 14:37,122292
S9557,福特锐界,20857,刹车油+刹车片+轮胎更换,2024-10-16 11:25,10857
S9558,吉利博越,75712,机油+机滤+燃油滤芯更换,2024-08-07 08:36,70712
S9559,长城魏派VV7,96481,变速箱油+空调滤芯更换,2025-04-02 09:01,86481
S9560,奔驰E级,39918,大保养(机油+三滤+刹车油),2024-12-06 10:50,29918
S9561,丰田卡罗拉,84114,机油+机滤更换,2024-10-29 10:58,79114
S9562,大众朗逸,126880,空调滤芯+空气滤芯更换,2025-11-08 10:05,116880
S9563,本田思域,135266,变速箱油更换,2025-08-14 17:49,125266
S9564,比亚迪汉,43387,全车检查+轮胎换位,2025-01-14 09:10,33387
S9565,宝马3系,44531,大保养(机油+三滤+刹车油),2024-11-13 17:17,34531
S9566,福特蒙迪欧,29244,刹车油+刹车片更换,2025-05-19 14:56,19244
S9567,吉利星越L,46017,机油+机滤+空调滤芯更换,2024-05-09 11:40,41017
