故障ID,故障代码,故障现象,车型,行驶里程(km),故障发生时间
F7749,P0521,机油压力传感器电路范围故障,长城哈弗H6,110415,2025-08-07 09:35
F7750,C0561,ABS系统控制模块故障,奔驰C级,97741,2024-04-18 10:15
F7751,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,133549,2025-07-15 14:39
F7752,B0100,空气囊控制模块故障,大众帕萨特,76231,2025-02-04 11:16
F7753,P0122,节气门位置传感器电压低,本田CR-V,118052,2024-08-31 10:05
F7754,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,37487,2024-10-01 14:12
F7755,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,73374,2024-08-21 17:16
F7756,B0200,右前安全气囊传感器故障,奥迪Q5L,111320,2024-07-08 17:42
F7757,P0606,ECM内部控制模块处理器故障,福特锐界,52523,2025-02-26 08:05
F7758,C0051,右后轮速传感器电路故障,吉利博越,52768,2025-06-18 12:38
F7759,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,61150,2025-07-22 09:08
F7760,P0113,进气温度传感器电压高,奔驰E级,48814,2024-12-17 09:34
F7761,P0301,1缸失火，发动机抖动,丰田卡罗拉,96305,2025-03-02 12:38
F7762,C0045,右前轮速传感器故障,大众朗逸,88518,2025-01-10 12:35
F7763,P0171,燃油系统过稀,本田思域,112120,2024-03-04 10:32
F7764,B1234,空调压缩机不工作,比亚迪汉,33330,2025-11-23 17:52
F7765,P0420,催化转化器效率低,宝马3系,143787,2024-02-17 14:00
F7766,P0299,涡轮增压器压力不足,福特蒙迪欧,109827,2024-04-06 12:45
F7767,C0121,刹车压力传感器信号异常,吉利星越L,33081,2025-11-18 12:12
F7768,B0081,主驾驶安全带传感器故障,奥迪A4L,102541,2024-08-12 08:43
F7769,P0521,机油压力传感器电路范围故障,长城哈弗H6,85554,2025-04-25 15:58
F7770,C0561,ABS系统控制模块故障,奔驰C级,44962,2024-04-11 15:43
F7771,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,98965,2024-05-30 17:09
F7772,B0100,空气囊控制模块故障,大众帕萨特,24838,2025-01-30 15:13
F7773,P0122,节气门位置传感器电压低,本田CR-V,132248,2025-05-11 08:50
F7774,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,113255,2025-10-05 08:18
F7775,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,116815,2025-04-27 09:28
F7776,B0200,右前安全气囊传感器故障,奥迪Q5L,33847,2025-11-30 14:43
F7777,P0606,ECM内部控制模块处理器故障,福特锐界,129237,2025-08-18 13:42
F7778,C0051,右后轮速传感器电路故障,吉利博越,103785,2025-10-28 12:03
F7779,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,44792,2024-12-10 15:55
F7780,P0113,进气温度传感器电压高,奔驰E级,125846,2024-07-01 13:01
F7781,P0301,1缸失火，发动机抖动,丰田卡罗拉,109672,2024-01-25 12:30
F7782,C0045,右前轮速传感器故障,大众朗逸,38504,2025-03-10 15:25
F7783,P0171,燃油系统过稀,本田思域,68452,2024-05-22 10:29
F7784,B1234,空调压缩机不工作,比亚迪汉,27986,2025-03-21 17:00
F7785,P0420,催化转化器效率低,宝马3系,68643,2024-07-16 08:49
F7786,P0299,涡轮增压器压力不足,福特蒙迪欧,103121,2024-02-20 08:41
F7787,C0121,刹车压力传感器信号异常,吉利星越L,87750,2024-07-27 13:17
F7788,B0081,主驾驶安全带传感器故障,奥迪A4L,45888,2025-07-05 08:20
F7789,P0521,机油压力传感器电路范围故障,长城哈弗H6,68867,2025-11-14 11:37
F7790,C0561,ABS系统控制模块故障,奔驰C级,28841,2024-02-25 16:52
F7791,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,117395,2024-12-20 09:11
F7792,B0100,空气囊控制模块故障,大众帕萨特,118664,2025-07-05 13:11
F7793,P0122,节气门位置传感器电压低,本田CR-V,117774,2025-09-02 15:08
F7794,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,137302,2024-02-22 10:25
F7795,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,66586,2024-10-30 11:20
F7796,B0200,右前安全气囊传感器故障,奥迪Q5L,84210,2024-06-18 16:24
F7797,P0606,ECM内部控制模块处理器故障,福特锐界,123675,2024-09-20 17:51
F7798,C0051,右后轮速传感器电路故障,吉利博越,31763,2024-04-21 14:30
F7799,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,121693,2025-02-03 12:39
F7800,P0113,进气温度传感器电压高,奔驰E级,72557,2025-09-05 15:33
F7801,P0301,1缸失火，发动机抖动,丰田卡罗拉,117170,2024-10-16 17:30
F7802,C0045,右前轮速传感器故障,大众朗逸,20566,2025-12-19 09:55
F7803,P0171,燃油系统过稀,本田思域,37415,2025-11-07 11:52
F7804,B1234,空调压缩机不工作,比亚迪汉,115622,2025-04-14 09:32
F7805,P0420,催化转化器效率低,宝马3系,133368,2025-04-13 09:23
F7806,P0299,涡轮增压器压力不足,福特蒙迪欧,98563,2024-08-18 10:00
F7807,C0121,刹车压力传感器信号异常,吉利星越L,145539,2024-10-27 13:11
F7808,B0081,主驾驶安全带传感器故障,奥迪A4L,53179,2025-03-05 14:49
F7809,P0521,机油压力传感器电路范围故障,长城哈弗H6,98458,2024-05-05 08:39
F7810,C0561,ABS系统控制模块故障,奔驰C级,85110,2025-07-04 16:52
F7811,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,73831,2025-06-02 14:52
F7812,B0100,空气囊控制模块故障,大众帕萨特,66772,2024-11-23 14:27
F7813,P0122,节气门位置传感器电压低,本田CR-V,148943,2025-01-20 17:41
F7814,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,47486,2024-11-28 12:09
F7815,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,61750,2024-07-05 08:00
F7816,B0200,右前安全气囊传感器故障,奥迪Q5L,52948,2024-10-30 14:12
F7817,P0606,ECM内部控制模块处理器故障,福特锐界,75853,2025-02-11 14:57
F7818,C0051,右后轮速传感器电路故障,吉利博越,60087,2025-11-05 08:46
F7819,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,111537,2025-08-29 08:52
F7820,P0113,进气温度传感器电压高,奔驰E级,85993,2025-01-13 13:04
F7821,P0301,1缸失火，发动机抖动,丰田卡罗拉,107512,2025-12-08 11:48
F7822,C0045,右前轮速传感器故障,大众朗逸,147086,2025-11-03 08:08
F7823,P0171,燃油系统过稀,本田思域,85065,2024-03-23 10:19
F7824,B1234,空调压缩机不工作,比亚迪汉,20040,2024-12-16 14:27
F7825,P0420,催化转化器效率低,宝马3系,91254,2025-08-31 14:22
F7826,P0299,涡轮增压器压力不足,福特蒙迪欧,59687,2025-06-03 15:17
F7827,C0121,刹车压力传感器信号异常,吉利星越L,63518,2024-07-27 10:33
F7828,B0081,主驾驶安全带传感器故障,奥迪A4L,34804,2024-07-19 13:58
F7829,P0521,机油压力传感器电路范围故障,长城哈弗H6,142060,2025-03-10 14:17
F7830,C0561,ABS系统控制模块故障,奔驰C级,32046,2025-03-08 14:54
F7831,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,55014,2025-12-04 09:14
F7832,B0100,空气囊控制模块故障,大众帕萨特,83567,2025-11-25 10:03
F7833,P0122,节气门位置传感器电压低,本田CR-V,123160,2024-07-27 13:29
F7834,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,102027,2025-08-30 10:42
F7835,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,122765,2025-05-02 13:06
F7836,B0200,右前安全气囊传感器故障,奥迪Q5L,76152,2025-06-01 13:40
F7837,P0606,ECM内部控制模块处理器故障,福特锐界,125474,2025-10-11 08:34
F7838,C0051,右后轮速传感器电路故障,吉利博越,21045,2025-11-27 08:58
F7839,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,133352,2024-11-25 16:31
F7840,P0113,进气温度传感器电压高,奔驰E级,75344,2025-08-28 16:21
F7841,P0301,1缸失火，发动机抖动,丰田卡罗拉,54371,2024-01-29 11:40
F7842,C0045,右前轮速传感器故障,大众朗逸,25639,2024-05-16 10:20
F7843,P0171,燃油系统过稀,本田思域,80901,2025-01-21 08:13
F7844,B1234,空调压缩机不工作,比亚迪汉,60265,2025-01-20 13:29
F7845,P0420,催化转化器效率低,宝马3系,21089,2024-03-11 17:31
F7846,P0299,涡轮增压器压力不足,福特蒙迪欧,65732,2024-07-28 14:04
F7847,C0121,刹车压力传感器信号异常,吉利星越L,110499,2025-08-02 10:23
F7848,B0081,主驾驶安全带传感器故障,奥迪A4L,109043,2025-12-22 09:41
F7849,P0521,机油压力传感器电路范围故障,长城哈弗H6,37206,2025-05-21 08:36
F7850,C0561,ABS系统控制模块故障,奔驰C级,122656,2024-12-09 13:00
F7851,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,147686,2025-10-14 17:05
F7852,B0100,空气囊控制模块故障,大众帕萨特,66503,2024-10-24 15:38
F7853,P0122,节气门位置传感器电压低,本田CR-V,101222,2024-12-26 17:49
F7854,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,84935,2024-02-17 08:58
F7855,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,32121,2025-08-27 17:14
F7856,B0200,右前安全气囊传感器故障,奥迪Q5L,127446,2024-05-16 11:50
F7857,P0606,ECM内部控制模块处理器故障,福特锐界,118878,2024-11-11 08:36
F7858,C0051,右后轮速传感器电路故障,吉利博越,81804,2024-06-07 10:09
F7859,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,130775,2025-06-25 10:23
F7860,P0113,进气温度传感器电压高,奔驰E级,129362,2024-09-17 14:09
F7861,P0301,1缸失火，发动机抖动,丰田卡罗拉,79460,2025-11-09 09:35
F7862,C0045,右前轮速传感器故障,大众朗逸,24429,2024-05-05 08:32
F7863,P0171,燃油系统过稀,本田思域,91821,2025-01-01 09:37
F7864,B1234,空调压缩机不工作,比亚迪汉,111418,2025-11-23 15:44
F7865,P0420,催化转化器效率低,宝马3系,51829,2025-09-23 15:29
F7866,P0299,涡轮增压器压力不足,福特蒙迪欧,107512,2024-11-08 13:03
F7867,C0121,刹车压力传感器信号异常,吉利星越L,48661,2024-06-28 16:50
F7868,B0081,主驾驶安全带传感器故障,奥迪A4L,129949,2024-10-29 11:35
F7869,P0521,机油压力传感器电路范围故障,长城哈弗H6,89962,2024-08-18 12:31
F7870,C0561,ABS系统控制模块故障,奔驰C级,68917,2024-05-13 13:24
F7871,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,109332,2025-01-10 17:08
F7872,B0100,空气囊控制模块故障,大众帕萨特,104289,2024-08-25 10:45
F7873,P0122,节气门位置传感器电压低,本田CR-V,30926,2025-01-10 13:19
F7874,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,101305,2024-12-08 13:19
F7875,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,99340,2025-01-05 09:01
F7876,B0200,右前安全气囊传感器故障,奥迪Q5L,103969,2024-06-17 15:38
F7877,P0606,ECM内部控制模块处理器故障,福特锐界,112117,2025-08-23 13:35
F7878,C0051,右后轮速传感器电路故障,吉利博越,93126,2024-05-05 09:17
F7879,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,66577,2025-03-04 12:24
F7880,P0113,进气温度传感器电压高,奔驰E级,66142,2024-01-20 08:46
F7881,P0301,1缸失火，发动机抖动,丰田卡罗拉,51316,2025-12-09 16:17
F7882,C0045,右前轮速传感器故障,大众朗逸,52050,2025-04-06 10:27
F7883,P0171,燃油系统过稀,本田思域,45710,2024-10-01 08:25
F7884,B1234,空调压缩机不工作,比亚迪汉,32960,2025-12-02 10:20
F7885,P0420,催化转化器效率低,宝马3系,41752,2024-03-01 11:30
F7886,P0299,涡轮增压器压力不足,福特蒙迪欧,110054,2024-09-21 17:00
F7887,C0121,刹车压力传感器信号异常,吉利星越L,130485,2024-11-24 13:43
F7888,B0081,主驾驶安全带传感器故障,奥迪A4L,62955,2025-10-09 15:06
F7889,P0521,机油压力传感器电路范围故障,长城哈弗H6,50571,2025-06-30 14:49
F7890,C0561,ABS系统控制模块故障,奔驰C级,125373,2025-10-02 09:59
F7891,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,127168,2025-06-17 12:17
F7892,B0100,空气囊控制模块故障,大众帕萨特,125327,2024-10-17 12:56
F7893,P0122,节气门位置传感器电压低,本田CR-V,61665,2024-08-06 11:13
F7894,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,83573,2024-10-26 10:52
F7895,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,132050,2025-12-03 12:23
F7896,B0200,右前安全气囊传感器故障,奥迪Q5L,61875,2024-07-25 17:44
F7897,P0606,ECM内部控制模块处理器故障,福特锐界,131896,2025-10-02 10:22
F7898,C0051,右后轮速传感器电路故障,吉利博越,121678,2024-12-02 11:08
F7899,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,49799,2025-06-18 12:43
F7900,P0113,进气温度传感器电压高,奔驰E级,147846,2025-09-02 17:16
F7901,P0301,1缸失火，发动机抖动,丰田卡罗拉,140857,2024-09-14 12:35
F7902,C0045,右前轮速传感器故障,大众朗逸,57290,2025-10-10 09:40
F7903,P0171,燃油系统过稀,本田思域,77905,2024-07-28 13:19
F7904,B1234,空调压缩机不工作,比亚迪汉,50883,2025-04-25 17:21
F7905,P0420,催化转化器效率低,宝马3系,62576,2025-07-30 08:56
F7906,P0299,涡轮增压器压力不足,福特蒙迪欧,59938,2024-07-26 15:17
F7907,C0121,刹车压力传感器信号异常,吉利星越L,148493,2025-01-28 08:32
F7908,B0081,主驾驶安全带传感器故障,奥迪A4L,107500,2025-07-13 11:08
F7909,P0521,机油压力传感器电路范围故障,长城哈弗H6,48579,2024-02-28 17:34
F7910,C0561,ABS系统控制模块故障,奔驰C级,33117,2025-03-19 13:56
F7911,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,75533,2024-01-20 09:42
F7912,B0100,空气囊控制模块故障,大众帕萨特,39475,2025-07-14 17:33
F7913,P0122,节气门位置传感器电压低,本田CR-V,111984,2024-09-28 12:10
F7914,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,63824,2024-12-19 15:17
F7915,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,25504,2024-01-12 15:55
F7916,B0200,右前安全气囊传感器故障,奥迪Q5L,141432,2025-05-23 11:47
F7917,P0606,ECM内部控制模块处理器故障,福特锐界,39791,2024-12-22 16:15
F7918,C0051,右后轮速传感器电路故障,吉利博越,66007,2025-03-04 14:38
F7919,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,35654,2024-02-19 14:43
F7920,P0113,进气温度传感器电压高,奔驰E级,26240,2025-11-19 09:01
F7921,P0301,1缸失火，发动机抖动,丰田卡罗拉,148265,2025-06-12 11:57
F7922,C0045,右前轮速传感器故障,大众朗逸,109142,2024-10-11 14:32
F7923,P0171,燃油系统过稀,本田思域,32498,2024-12-26 15:05
F7924,B1234,空调压缩机不工作,比亚迪汉,30697,2025-09-23 17:20
F7925,P0420,催化转化器效率低,宝马3系,120318,2025-06-11 12:46
F7926,P0299,涡轮增压器压力不足,福特蒙迪欧,31831,2024-05-27 12:10
F7927,C0121,刹车压力传感器信号异常,吉利星越L,102530,2024-02-02 09:43
F7928,B0081,主驾驶安全带传感器故障,奥迪A4L,52659,2024-05-29 08:28
F7929,P0521,机油压力传感器电路范围故障,长城哈弗H6,31907,2024-06-15 16:30
F7930,C0561,ABS系统控制模块故障,奔驰C级,22735,2025-12-08 13:47
F7931,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,60937,2024-07-01 16:28
F7932,B0100,空气囊控制模块故障,大众帕萨特,130074,2024-04-04 10:19
F7933,P0122,节气门位置传感器电压低,本田CR-V,117414,2024-05-09 13:25
F7934,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,26909,2025-06-27 11:39
F7935,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,59792,2024-09-16 11:46
F7936,B0200,右前安全气囊传感器故障,奥迪Q5L,58728,2024-11-04 13:02
F7937,P0606,ECM内部控制模块处理器故障,福特锐界,118213,2025-02-20 13:37
F7938,C0051,右后轮速传感器电路故障,吉利博越,98064,2024-06-13 16:47
F7939,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,20686,2024-08-15 14:13
F7940,P0113,进气温度传感器电压高,奔驰E级,110928,2024-11-15 10:23
F7941,P0301,1缸失火，发动机抖动,丰田卡罗拉,101724,2024-12-20 08:09
F7942,C0045,右前轮速传感器故障,大众朗逸,121425,2025-02-28 13:31
F7943,P0171,燃油系统过稀,本田思域,81500,2025-02-08 08:15
F7944,B1234,空调压缩机不工作,比亚迪汉,25201,2025-07-08 08:14
F7945,P0420,催化转化器效率低,宝马3系,108271,2025-01-30 15:57
F7946,P0299,涡轮增压器压力不足,福特蒙迪欧,41436,2024-09-24 10:41
F7947,C0121,刹车压力传感器信号异常,吉利星越L,119787,2024-08-22 15:57
F7948,B0081,主驾驶安全带传感器故障,奥迪A4L,80875,2025-04-18 13:45
F7949,P0521,机油压力传感器电路范围故障,长城哈弗H6,106201,2025-02-10 08:11
F7950,C0561,ABS系统控制模块故障,奔驰C级,96451,2024-07-28 12:07
F7951,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,68013,2024-09-07 16:45
F7952,B0100,空气囊控制模块故障,大众帕萨特,92690,2024-09-29 15:48
F7953,P0122,节气门位置传感器电压低,本田CR-V,57901,2025-06-30 14:32
F7954,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,79105,2024-07-28 09:12
F7955,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,94113,2024-07-22 09:35
F7956,B0200,右前安全气囊传感器故障,奥迪Q5L,44143,2024-03-17 15:58
F7957,P0606,ECM内部控制模块处理器故障,福特锐界,70394,2025-05-04 13:36
F7958,C0051,右后轮速传感器电路故障,吉利博越,133159,2024-11-01 16:10
F7959,B0016,驾驶员侧安全气囊模块故障,长城魏派VV7,80915,2025-10-14 08:16
F7960,P0113,进气温度传感器电压高,奔驰E级,128469,2024-11-22 14:15
F7961,P0301,1缸失火，发动机抖动,丰田卡罗拉,31117,2025-08-11 13:23
F7962,C0045,右前轮速传感器故障,大众朗逸,26423,2025-08-30 17:39
F7963,P0171,燃油系统过稀,本田思域,44842,2025-05-05 14:57
F7964,B1234,空调压缩机不工作,比亚迪汉,75077,2025-05-13 14:47
F7965,P0420,催化转化器效率低,宝马3系,53189,2024-02-06 14:04
F7966,P0299,涡轮增压器压力不足,福特蒙迪欧,98882,2025-10-24 16:17
F7967,C0121,刹车压力传感器信号异常,吉利星越L,74718,2025-06-09 12:05
F7968,B0081,主驾驶安全带传感器故障,奥迪A4L,90069,2024-10-29 13:38
F7969,P0521,机油压力传感器电路范围故障,长城哈弗H6,74214,2025-10-12 12:33
F7970,C0561,ABS系统控制模块故障,奔驰C级,106227,2024-08-04 13:03
F7971,P0340,凸轮轴位置传感器电路故障,丰田凯美瑞,76730,2024-12-09 17:00
F7972,B0100,空气囊控制模块故障,大众帕萨特,32066,2024-08-17 11:47
F7973,P0122,节气门位置传感器电压低,本田CR-V,39416,2024-12-23 17:34
F7974,C0035,左前轮速传感器电路故障,比亚迪宋PLUS,80344,2025-02-10 15:20
F7975,P0442,燃油蒸发系统泄漏（小泄漏）,宝马5系,35604,2024-04-20 08:01
